timestamp;throughput
320;0.0
1;400.0
258;0.0
196;0.0
134;0.0
392;0.0
73;1340.0
330;0.0
11;1640.0
268;0.0
206;0.0
145;0.0
402;0.0
83;1740.0
340;0.0
21;1180.0
278;0.0
217;0.0
155;0.0
412;0.0
93;360.0
351;0.0
32;1660.0
289;0.0
227;0.0
165;0.0
103;480.0
423;0.0
361;0.0
42;1360.0
299;0.0
237;0.0
176;0.0
114;1700.0
371;0.0
52;1300.0
309;0.0
248;0.0
186;0.0
124;340.0
381;0.0
62;1560.0
