timestamp;component;input;variation;executed;output;latency;congested;
11;sink;0.0;decreasing;0.0;0.0;0.0;false
11;intermediate;0.0;decreasing;0.0;0.0;0.0;false
11;source;0.0;decreasing;0.0;0.0;0.0;false
21;sink;0.0;decreasing;0.0;0.0;0.0;false
21;intermediate;0.0;decreasing;0.0;0.0;0.0;false
21;source;0.0;decreasing;0.0;0.0;0.0;false
31;sink;0.0;decreasing;0.0;0.0;0.0;false
31;intermediate;0.0;decreasing;0.0;0.0;0.0;false
31;source;0.0;decreasing;0.0;0.0;0.0;false
33;sink;0.0;decreasing;0.0;0.0;0.0;false
33;intermediate;0.0;decreasing;0.0;0.0;0.0;false
33;source;0.0;decreasing;0.0;0.0;0.0;false
53;sink;0.0;decreasing;0.0;0.0;0.0;false
53;intermediate;0.0;decreasing;0.0;0.0;0.0;false
53;source;0.0;decreasing;0.0;0.0;0.0;false
63;sink;0.0;decreasing;0.0;0.0;0.0;false
63;intermediate;0.0;decreasing;0.0;0.0;0.0;false
63;source;0.0;decreasing;0.0;0.0;0.0;false
71;sink;0.0;stable;0.0;0.0;7.45;true
71;intermediate;0.0;stable;0.0;0.0;0.983;true
71;source;0.0;stable;0.0;0.0;0.0;false
82;sink;0.0;decreasing;0.0;0.0;0.0;false
82;intermediate;0.0;stable;0.0;0.0;0.0;false
82;source;0.0;stable;0.0;0.0;0.0;false
92;sink;0.0;decreasing;0.0;0.0;0.0;false
92;intermediate;0.0;decreasing;0.0;0.0;0.0;false
92;source;0.0;decreasing;0.0;0.0;0.0;false
102;sink;0.0;decreasing;0.0;0.0;0.0;false
102;intermediate;0.0;decreasing;0.0;0.0;0.0;false
102;source;0.0;decreasing;0.0;0.0;0.0;false
112;sink;0.0;decreasing;0.0;0.0;0.0;false
112;intermediate;0.0;decreasing;0.0;0.0;0.0;false
112;source;0.0;decreasing;0.0;0.0;0.0;false
114;sink;0.0;decreasing;0.0;0.0;76.0;false
114;intermediate;0.0;decreasing;0.0;0.0;0.0;false
114;source;0.0;decreasing;0.0;0.0;0.0;false
132;sink;0.0;stable;0.0;0.0;12.182125;true
