timestamp;out of time
1;0.0
321;0.0
259;0.0
197;0.0
135;0.0
73;0.0
393;0.0
11;0.0
331;0.0
269;0.0
207;0.0
145;0.0
83;0.0
403;0.0
21;0.0
341;0.0
279;0.0
217;0.0
156;0.0
413;0.0
94;0.0
351;0.0
32;0.0
290;0.0
228;0.0
166;0.0
104;0.0
424;0.0
42;0.0
362;0.0
300;0.0
238;0.0
176;0.0
114;0.0
434;0.0
52;0.0
372;0.0
310;0.0
248;0.0
187;0.0
444;0.0
125;0.0
382;0.0
63;0.0
