timestamp;outputs
1;0.0
515;0.0
389;0.0
263;0.0
138;0.0
12;0.0
525;0.0
399;0.0
273;0.0
148;0.0
22;0.0
410;0.0
284;0.0
159;0.0
33;0.0
420;0.0
294;0.0
169;0.0
43;0.0
431;0.0
305;0.0
180;20.0
54;0.0
441;0.0
315;0.0
190;0.0
64;0.0
452;0.0
326;0.0
200;0.0
75;0.0
462;0.0
336;0.0
211;0.0
85;0.0
473;0.0
347;0.0
221;0.0
96;0.0
483;0.0
357;0.0
232;0.0
106;0.0
494;0.0
368;0.0
242;40.0
117;0.0
504;0.0
378;0.0
252;0.0
127;0.0
