timestamp;executed
1;100.0
257;20.0
66;20.0
130;20.0
194;40.0
12;40.0
76;20.0
140;0.0
204;0.0
268;0.0
23;0.0
87;20.0
151;20.0
215;20.0
279;0.0
34;0.0
98;0.0
162;0.0
226;40.0
44;0.0
108;20.0
172;0.0
236;20.0
55;20.0
119;20.0
183;0.0
247;0.0
