timestamp;traffic
1;0.0
257;0.0
66;0.0
130;0.0
194;0.0
12;0.0
76;0.0
140;0.0
204;0.0
268;0.0
23;0.0
87;0.0
151;0.0
215;0.0
279;0.0
34;0.0
98;0.0
162;0.0
226;0.0
290;0.0
44;0.0
108;0.0
172;0.0
236;0.0
55;0.0
119;0.0
183;0.0
247;0.0
