timestamp;nbWorkers
1;2.0
257;2.0
66;2.0
130;2.0
194;2.0
12;2.0
76;2.0
140;2.0
204;2.0
268;2.0
23;2.0
87;2.0
151;2.0
215;2.0
279;2.0
34;2.0
98;2.0
162;2.0
226;2.0
290;1.0
44;2.0
108;2.0
172;2.0
236;2.0
55;2.0
119;2.0
183;2.0
247;2.0
