timestamp;nbSupervisors
64;1.0
128;1.0
192;1.0
1;1.0
455;1.0
392;1.0
329;1.0
202;1.0
266;1.0
75;1.0
139;1.0
12;1.0
339;1.0
403;1.0
276;1.0
213;1.0
22;1.0
86;1.0
150;1.0
413;1.0
350;1.0
223;1.0
287;1.0
96;1.0
160;1.0
33;1.0
360;1.0
424;1.0
297;1.0
234;1.0
43;1.0
107;1.0
171;1.0
434;1.0
371;1.0
308;1.0
181;1.0
245;1.0
54;1.0
118;1.0
381;1.0
445;1.0
318;1.0
255;1.0
